Country Name,Country Code,Year,Gini_Index,GDP_per_Capita
Angola,AGO,2000,51.9,563.733795571487
Argentina,ARG,2000,51.0,7637.01489203628
Austria,AUT,2000,29.0,24487.2974685956
Belgium,BEL,2000,33.1,23098.8865077401
Bangladesh,BGD,2000,33.4,396.670730249751
Belarus,BLR,2000,31.2,1276.2880341
Bolivia,BOL,2000,61.6,975.777060358751
Canada,CAN,2000,33.4,24271.0020563821
Switzerland,CHE,2000,33.4,38865.021939688
Chile,CHL,2000,52.8,5052.99245766325
Colombia,COL,2000,58.4,2555.00751039968
Costa Rica,CRI,2000,47.4,3812.75388284924
Germany,DEU,2000,28.9,23925.8559901991
Denmark,DNK,2000,23.8,30722.0251837567
Dominican Republic,DOM,2000,51.5,2831.45883638033
Ecuador,ECU,2000,56.3,1382.23421759909
Spain,ESP,2000,34.1,14743.2671031455
Estonia,EST,2000,35.8,4070.60902410208
Finland,FIN,2000,27.2,24335.9225082659
France,FRA,2000,32.6,22340.5939516217
United Kingdom,GBR,2000,38.8,28383.8761094996
Georgia,GEO,2000,40.5,749.908534993961
Greece,GRC,2000,34.4,11638.2010697215
Guatemala,GTM,2000,54.2,1648.96578971559
Croatia,HRV,2000,31.3,4953.65158789022
Hungary,HUN,2000,27.2,4629.91760812548
Indonesia,IDN,2000,30.3,763.711124950924
Ireland,IRL,2000,33.0,26334.5672050501
Italy,ITA,2000,35.2,20190.0035636084
Kyrgyz Republic,KGZ,2000,31.0,279.621738464365
Lithuania,LTU,2000,31.7,3300.63634928559
Luxembourg,LUX,2000,30.1,48659.5988753233
Morocco,MAR,2000,40.6,1499.107421875
Moldova,MDA,2000,36.4,440.538683980372
Mexico,MEX,2000,53.4,7524.0271380091
North Macedonia,MKD,2000,34.3,1861.89899780644
Mauritania,MRT,2000,39.0,680.911061879778
Norway,NOR,2000,27.4,38178.2368777076
Panama,PAN,2000,56.6,3975.09310275544
Peru,PER,2000,49.1,1945.41338451698
Philippines,PHL,2000,47.7,1050.79273107952
Poland,POL,2000,33.0,4520.64100449111
Romania,ROU,2000,29.3,1659.92904910528
Russian Federation,RUS,2000,37.1,1771.59411621094
Rwanda,RWA,2000,48.5,251.86926386091
El Salvador,SLV,2000,51.5,1982.87093542615
Sao Tome and Principe,STP,2000,32.1,529.089383412262
Sweden,SWE,2000,27.0,29632.5890811623
Eswatini,SWZ,2000,53.1,1629.67038842815
Thailand,THA,2000,42.8,2005.97694514234
Tonga,TON,2000,37.7,1995.07667546271
Tunisia,TUN,2000,40.8,2199.04465936314
Tanzania,TZA,2000,37.3,401.698150634766
Uruguay,URY,2000,43.4,6987.70098766257
United States,USA,2000,40.1,36329.9560727102
Uzbekistan,UZB,2000,35.9,555.149231099186
South Africa,ZAF,2000,57.8,3217.84693448467
Argentina,ARG,2001,53.3,7141.47507662826
Armenia,ARM,2001,35.4,659.588988535629
Australia,AUS,2001,33.5,19733.6510102645
Azerbaijan,AZE,2001,36.5,703.670998584686
Bulgaria,BGR,2001,32.7,1770.90704918691
Bosnia and Herzegovina,BIH,2001,30.0,1387.89362942121
Belarus,BLR,2001,30.6,1244.37318523431
Bolivia,BOL,2001,57.4,930.168227214313
Brazil,BRA,2001,58.4,3176.28975052524
Canada,CAN,2001,33.6,23822.096210932
Cameroon,CMR,2001,42.1,715.470296470585
Colombia,COL,2001,57.3,2472.99084035833
Cabo Verde,CPV,2001,52.5,1223.33055331575
Costa Rica,CRI,2001,51.5,3985.12984506207
Germany,DEU,2001,29.9,23878.3641471651
Dominican Republic,DOM,2001,50.0,2935.89367312668
Estonia,EST,2001,36.0,4502.66614992392
France,FRA,2001,32.5,22331.7948343036
United Kingdom,GBR,2001,37.1,28013.8729635508
Georgia,GEO,2001,39.6,801.98383707929
Honduras,HND,2001,55.4,1132.1648753329
Croatia,HRV,2001,31.1,5364.83824691607
Haiti,HTI,2001,59.0,748.821159844528
Hungary,HUN,2001,26.9,5280.94887987063
Indonesia,IDN,2001,31.2,732.307093405708
Israel,ISR,2001,38.9,20966.3052667971
Kazakhstan,KAZ,2001,36.0,1422.27331810957
Kyrgyz Republic,KGZ,2001,30.2,308.41129550148
Lithuania,LTU,2001,32.0,3532.52787363242
Luxembourg,LUX,2001,30.9,48440.1420151355
Moldova,MDA,2001,38.0,507.404076252819
Madagascar,MDG,2001,47.4,319.283278235657
Mali,MLI,2001,39.9,346.224554251022
Nicaragua,NIC,2001,52.9,1051.874235891
Pakistan,PAK,2001,28.7,609.939506905073
Panama,PAN,2001,56.7,3991.77672094655
Peru,PER,2001,51.3,1929.57273038846
Poland,POL,2001,32.8,5015.23790036613
Paraguay,PRY,2001,54.6,1637.68615122932
Romania,ROU,2001,29.4,1825.19299373184
Russian Federation,RUS,2001,36.9,2100.3525390625
Senegal,SEN,2001,41.2,637.213530563724
El Salvador,SLV,2001,51.3,2058.04459070452
Sweden,SWE,2001,26.5,27259.3174300217
Timor-Leste,TLS,2001,35.9,587.700634429079
Uruguay,URY,2001,45.0,6382.76104740859
United States,USA,2001,40.6,37133.623113437
"Venezuela, RB",VEN,2001,47.2,4920.39313600453
Albania,ALB,2002,31.7,1479.83884572006
Argentina,ARG,2002,53.8,2569.69963519124
Armenia,ARM,2002,34.8,742.651118319819
Azerbaijan,AZE,2002,25.3,763.108895463487
Belarus,BLR,2002,30.3,1479.38066337175
Bolivia,BOL,2002,59.3,888.221328974352
Brazil,BRA,2002,58.1,2855.94017137049
Botswana,BWA,2002,61.5,3117.25087183011
Canada,CAN,2002,33.6,24256.0192337185
Switzerland,CHE,2002,31.7,42458.7384679187
China,CHN,2002,42.0,1163.55957673426
Cote d'Ivoire,CIV,2002,41.3,967.815864415991
Colombia,COL,2002,56.0,2428.92969771584
Costa Rica,CRI,2002,51.8,4067.71851429092
Czechia,CZE,2002,26.6,8101.26018588111
Germany,DEU,2002,29.8,25486.5942008748
Djibouti,DJI,2002,40.0,743.013270420348
Dominican Republic,DOM,2002,49.7,3065.60329524196
Estonia,EST,2002,35.8,5343.18310760735
Fiji,FJI,2002,38.1,2136.56794118683
France,FRA,2002,31.8,24144.5727019529
United Kingdom,GBR,2002,35.1,30158.7017807858
Georgia,GEO,2002,37.2,853.526171868939
Guinea,GIN,2002,43.0,495.916073559269
Guinea-Bissau,GNB,2002,35.6,362.034574570354
Greece,GRC,2002,35.5,13782.195640943
Honduras,HND,2002,55.7,1132.49965345317
Hungary,HUN,2002,26.8,6658.04494326809
Indonesia,IDN,2002,30.2,881.002913569131
Ireland,IRL,2002,32.3,32705.4345565698
Israel,ISR,2002,39.6,19076.4584298321
Italy,ITA,2002,34.7,22451.3964379368
Jamaica,JAM,2002,48.3,3680.64551727724
Jordan,JOR,2002,37.0,1706.26744384401
Kazakhstan,KAZ,2002,34.8,1573.55219932325
Kyrgyz Republic,KGZ,2002,30.3,321.726775366804
Lao PDR,LAO,2002,32.6,313.350817148131
Sri Lanka,LKA,2002,40.2,834.936014905338
Lesotho,LSO,2002,51.2,388.92334985135
Lithuania,LTU,2002,31.9,4148.13091485015
Luxembourg,LUX,2002,31.1,53005.7339209179
Latvia,LVA,2002,35.1,4003.60935783538
Moldova,MDA,2002,35.8,570.799866188293
Maldives,MDV,2002,41.3,3076.07007160101
Mexico,MEX,2002,50.6,7983.03398381759
North Macedonia,MKD,2002,38.5,1989.13537265159
Mongolia,MNG,2002,32.9,570.249213248399
Mozambique,MOZ,2002,46.9,313.886661721198
Panama,PAN,2002,56.1,4090.58616456082
Peru,PER,2002,53.6,2007.37019626753
Poland,POL,2002,34.1,5223.45178967082
Paraguay,PRY,2002,57.3,1367.76506935997
Romania,ROU,2002,30.2,2119.85509684554
Russian Federation,RUS,2002,37.3,2377.52954101563
El Salvador,SLV,2002,51.9,2115.41187355626
Serbia,SRB,2002,32.7,2390.73459447107
Slovenia,SVN,2002,29.1,11639.1297780477
Sweden,SWE,2002,26.2,29957.7776664916
Thailand,THA,2002,41.9,2089.75183111554
Turkiye,TUR,2002,41.4,3591.08628982587
Uganda,UGA,2002,45.2,241.984688408335
Ukraine,UKR,2002,29.0,903.011901855469
Uruguay,URY,2002,45.5,4149.76140312687
United States,USA,2002,40.4,37997.7596573051
Uzbekistan,UZB,2002,33.0,381.409296889283
"Venezuela, RB",VEN,2002,48.9,3652.09896501865
Viet Nam,VNM,2002,37.0,445.132861817313
Samoa,WSM,2002,40.7,1527.55790455937
Zambia,ZMB,2002,42.1,393.864625518616
Argentina,ARG,2003,51.0,3320.47775133903
Armenia,ARM,2003,33.0,882.030167695474
Australia,AUS,2003,33.5,23757.5898471684
Austria,AUT,2003,29.5,32110.1159661425
Azerbaijan,AZE,2003,26.8,883.692580745256
Belgium,BEL,2003,28.1,30655.2092679024
Benin,BEN,2003,38.6,676.002878084282
Burkina Faso,BFA,2003,43.3,362.373899996953
Bulgaria,BGR,2003,28.9,2719.49436859287
Belarus,BLR,2003,28.8,1819.52653114699
Brazil,BRA,2003,57.6,3090.6068907839
Bhutan,BTN,2003,40.9,1022.38240311018
Canada,CAN,2003,33.8,28301.8645937428
Chile,CHL,2003,51.5,4773.40177520754
Colombia,COL,2003,53.6,2311.94218760291
Costa Rica,CRI,2003,49.3,4173.14856415514
Germany,DEU,2003,29.8,30711.1022511331
Denmark,DNK,2003,25.6,40519.0974905924
Dominican Republic,DOM,2003,52.1,2383.26171780393
Ecuador,ECU,2003,53.5,2315.62215223014
Spain,ESP,2003,31.8,21522.0170990262
Estonia,EST,2003,37.2,7205.40703313243
Finland,FIN,2003,27.7,32920.0857192568
France,FRA,2003,31.4,29479.5222101175
United Kingdom,GBR,2003,34.9,34556.7726095905
Georgia,GEO,2003,36.6,1010.03151630868
"Gambia, The",GMB,2003,47.3,308.719123437587
Greece,GRC,2003,32.8,18020.612039764
Honduras,HND,2003,58.1,1156.08162681357
Hungary,HUN,2003,30.9,8410.09248198479
Indonesia,IDN,2003,29.3,1043.2105838671
Ireland,IRL,2003,32.9,41203.5295847568
Iceland,ISL,2003,26.8,39944.2104095591
Israel,ISR,2003,40.7,19643.4690380742
Italy,ITA,2003,34.9,27577.5700319855
Kazakhstan,KAZ,2003,33.7,1958.02050246511
Kyrgyz Republic,KGZ,2003,28.7,380.505828812441
Lithuania,LTU,2003,35.5,5507.47434187652
Luxembourg,LUX,2003,30.2,65689.3214536911
Latvia,LVA,2003,36.5,4914.57992829302
Moldova,MDA,2003,34.9,682.319095965299
North Macedonia,MKD,2003,38.7,2445.36286400013
Malaysia,MYS,2003,46.4,4465.32194567208
Namibia,NAM,2003,63.3,2569.24739317883
Nigeria,NGA,2003,40.1,763.388745367223
Norway,NOR,2003,27.6,50250.3298214345
Nepal,NPL,2003,43.8,246.429706587633
Panama,PAN,2003,55.6,4264.66428949623
Peru,PER,2003,53.1,2129.44114197634
Philippines,PHL,2003,46.6,1027.2301192843
Poland,POL,2003,34.9,5720.81366178104
Portugal,PRT,2003,38.8,15797.7821340276
Paraguay,PRY,2003,54.9,1443.99885236205
Romania,ROU,2003,29.9,2679.40626016154
Russian Federation,RUS,2003,40.0,2975.123046875
Sierra Leone,SLE,2003,40.2,413.817607346927
El Salvador,SLV,2003,50.4,2207.83089518069
Serbia,SRB,2003,32.8,3153.9011312754
Slovenia,SVN,2003,30.9,14711.674874253
Sweden,SWE,2003,25.3,37292.2419727801
Syrian Arab Republic,SYR,2003,37.5,1220.179077256
Chad,TCD,2003,39.8,289.087621122168
Tajikistan,TJK,2003,32.7,233.58124845289
Turkiye,TUR,2003,42.2,4649.63668068586
Ukraine,UKR,2003,28.7,1076.48156738281
Uruguay,URY,2003,45.0,3671.12329256883
United States,USA,2003,40.8,39490.2749557007
Uzbekistan,UZB,2003,35.2,394.164028897235
"Venezuela, RB",VEN,2003,47.9,3229.50557082079
Argentina,ARG,2004,48.5,4242.02099089422
Armenia,ARM,2004,37.5,1130.08791444158
Australia,AUS,2004,33.1,30886.0500949401
Austria,AUT,2004,29.8,36614.2506533707
Azerbaijan,AZE,2004,26.6,1045.0136328106
Belgium,BEL,2004,30.5,35429.4077933344
Bosnia and Herzegovina,BIH,2004,34.0,2452.6860917386
Belarus,BLR,2004,26.5,2378.33700470129
Bolivia,BOL,2004,55.0,953.191893246277
Brazil,BRA,2004,56.5,3663.82262497811
Canada,CAN,2004,33.8,32145.5412620217
Switzerland,CHE,2004,31.6,54659.4571488233
"Congo, Dem. Rep.",COD,2004,41.6,180.664764963633
Colombia,COL,2004,55.0,2818.57195413044
Comoros,COM,2004,55.9,1072.28409029621
Costa Rica,CRI,2004,48.4,4431.0117207843
Cyprus,CYP,2004,30.1,23792.619140625
Czechia,CZE,2004,27.5,11782.5546676117
Germany,DEU,2004,30.2,34566.7359143735
Denmark,DNK,2004,24.9,46625.050098011
Dominican Republic,DOM,2004,52.1,2451.69161616569
Ecuador,ECU,2004,53.9,2586.20914663347
"Egypt, Arab Rep.",EGY,2004,31.8,991.255689145253
Spain,ESP,2004,33.3,24925.0267844576
Estonia,EST,2004,33.6,8916.0728274602
Ethiopia,ETH,2004,29.8,133.169812538096
Finland,FIN,2004,27.9,37768.1334202029
France,FRA,2004,30.6,33644.9282220364
United Kingdom,GBR,2004,34.8,40504.4118103928
Georgia,GEO,2004,36.2,1305.04748557208
Greece,GRC,2004,33.6,21449.2552764245
Honduras,HND,2004,58.1,1215.13995412761
Croatia,HRV,2004,29.7,9718.97322801967
Hungary,HUN,2004,29.9,10291.2694721409
Indonesia,IDN,2004,30.4,1126.84004447173
India,IND,2004,27.7,624.258826510066
Ireland,IRL,2004,33.6,47754.2023194244
Iceland,ISL,2004,28.0,47809.6073050042
Israel,ISR,2004,41.5,20568.0694088834
Italy,ITA,2004,34.3,31348.1901841445
Jamaica,JAM,2004,45.5,3807.56293124552
Kazakhstan,KAZ,2004,31.8,2722.47407755402
Kyrgyz Republic,KGZ,2004,34.8,433.233873286
Lithuania,LTU,2004,37.0,6734.57487061946
Luxembourg,LUX,2004,30.2,76544.9170868473
Latvia,LVA,2004,36.4,6109.73265186817
Moldova,MDA,2004,35.0,897.178494749468
Mexico,MEX,2004,50.3,7849.66759649565
North Macedonia,MKD,2004,38.4,2818.5814561242
Mauritania,MRT,2004,40.2,823.554457141893
Malawi,MWI,2004,39.9,404.674248445428
Netherlands,NLD,2004,29.8,40611.3414353091
Norway,NOR,2004,31.6,57768.6980958462
Pakistan,PAK,2004,30.9,771.902247348954
Panama,PAN,2004,54.8,4644.56581177581
Peru,PER,2004,49.9,2397.25147277714
Poland,POL,2004,38.0,6711.72715262967
Portugal,PRT,2004,38.9,18064.1580932987
Paraguay,PRY,2004,52.3,1786.21533938543
West Bank and Gaza,PSE,2004,34.0,1422.19088643544
Romania,ROU,2004,30.0,3494.99056448955
Russian Federation,RUS,2004,40.3,4102.36474609375
El Salvador,SLV,2004,47.8,2285.68907438892
Serbia,SRB,2004,35.5,3597.08798057009
Slovak Republic,SVK,2004,27.1,10650.1290097126
Slovenia,SVN,2004,24.8,17103.8297783905
Sweden,SWE,2004,26.1,42758.0048564929
Thailand,THA,2004,42.5,2641.56268717857
Tajikistan,TJK,2004,33.6,305.745158587502
Turkiye,TUR,2004,41.3,5979.6054216148
Ukraine,UKR,2004,28.9,1401.01806640625
Uruguay,URY,2004,45.9,4168.66065438387
United States,USA,2004,40.5,41724.6316287624
"Venezuela, RB",VEN,2004,47.3,4269.08970872392
Viet Nam,VNM,2004,36.8,565.452284586212
Zambia,ZMB,2004,54.3,548.685974566277
Albania,ALB,2005,30.6,2741.72136549578
Argentina,ARG,2005,47.8,5067.65342293276
Armenia,ARM,2005,36.0,1557.48458908655
Austria,AUT,2005,28.7,38157.37022862
Azerbaijan,AZE,2005,26.6,1578.36733030667
Belgium,BEL,2005,29.3,36809.7013403619
Bangladesh,BGD,2005,33.2,480.08585075452
Belarus,BLR,2005,27.6,3126.07176665248
Bolivia,BOL,2005,58.5,1020.12326200737
Brazil,BRA,2005,56.3,4827.78165890291
Canada,CAN,2005,33.6,36383.6600068095
China,CHN,2005,40.9,1777.64496828464
"Congo, Rep.",COG,2005,47.3,1799.05158366154
Colombia,COL,2005,53.9,3456.06610874512
Costa Rica,CRI,2005,47.5,4703.00721784778
Cyprus,CYP,2005,30.3,24959.26171875
Czechia,CZE,2005,26.9,13442.4916284309
Germany,DEU,2005,31.7,35084.4363546269
Denmark,DNK,2005,25.2,48925.8076698784
Dominican Republic,DOM,2005,50.0,3878.31206735244
Ecuador,ECU,2005,53.1,2909.02606014388
Spain,ESP,2005,32.4,26450.9530130382
Estonia,EST,2005,33.4,10414.6381183565
Finland,FIN,2005,27.6,39049.8703780223
France,FRA,2005,29.8,34696.3718316971
"Micronesia, Fed. Sts.",FSM,2005,42.4,2207.16844533875
Gabon,GAB,2005,42.2,6547.87613955186
United Kingdom,GBR,2005,35.5,42240.2462987547
Georgia,GEO,2005,37.4,1642.78359414797
Ghana,GHA,2005,42.8,478.611909191028
Greece,GRC,2005,34.6,22054.1315756886
Honduras,HND,2005,59.5,1304.70039153826
Hungary,HUN,2005,34.7,11212.2046968994
Indonesia,IDN,2005,29.9,1238.21447629488
Ireland,IRL,2005,33.8,50933.0216095589
"Iran, Islamic Rep.",IRN,2005,43.6,3132.0508192007
Iceland,ISL,2005,29.0,57783.7745608117
Israel,ISR,2005,42.3,21286.8388636595
Italy,ITA,2005,33.8,32062.723833669
Kazakhstan,KAZ,2005,39.8,3577.35804001782
Kenya,KEN,2005,46.4,523.456312433863
Kyrgyz Republic,KGZ,2005,32.6,476.548193640077
Lithuania,LTU,2005,35.3,7857.03148786492
Luxembourg,LUX,2005,30.8,80988.1376230858
Latvia,LVA,2005,39.0,7283.78738127622
Moldova,MDA,2005,36.3,1034.39197746993
Madagascar,MDG,2005,39.9,305.812074924388
Mexico,MEX,2005,50.9,8671.75891885163
North Macedonia,MKD,2005,39.3,3120.98401394233
Montenegro,MNE,2005,30.2,3674.6179242797
Niger,NER,2005,44.4,318.643121918273
Nicaragua,NIC,2005,48.8,1183.30214010175
Netherlands,NLD,2005,29.0,42165.396168388
Norway,NOR,2005,30.6,67047.1704558264
Pakistan,PAK,2005,31.3,827.619861189926
Panama,PAN,2005,53.8,5017.74110414832
Peru,PER,2005,50.4,2706.66947297608
Poland,POL,2005,35.8,8043.92332253757
Portugal,PRT,2005,38.5,18780.12751241
Paraguay,PRY,2005,51.4,1970.87169852378
West Bank and Gaza,PSE,2005,34.7,1543.70141392774
Romania,ROU,2005,29.8,4618.00350802913
Russian Federation,RUS,2005,41.3,5323.455078125
Rwanda,RWA,2005,52.0,324.016863847189
Senegal,SEN,2005,39.2,979.846101520171
Solomon Islands,SLB,2005,46.1,1144.49233397681
El Salvador,SLV,2005,48.5,2447.39140845394
Serbia,SRB,2005,36.5,3807.97417321786
Slovak Republic,SVK,2005,29.3,11641.5410321763
Slovenia,SVN,2005,24.6,17969.7095907161
Sweden,SWE,2005,26.8,43378.4077394363
Tunisia,TUN,2005,37.7,3146.8260743927
Turkiye,TUR,2005,42.6,7331.85429430255
Uganda,UGA,2005,42.9,330.405402707025
Ukraine,UKR,2005,29.0,1875.33508300781
Uruguay,URY,2005,44.7,5284.25677987129
United States,USA,2005,41.3,44123.4070679055
"Venezuela, RB",VEN,2005,49.3,5432.4854184654
"Yemen, Rep.",YEM,2005,34.7,734.159908450927
South Africa,ZAF,2005,64.8,5836.87663325127
Argentina,ARG,2006,46.4,5869.38028970204
Armenia,ARM,2006,29.7,2041.65267068997
Austria,AUT,2006,29.6,40382.2078298575
Burundi,BDI,2006,33.4,161.892755640319
Belgium,BEL,2006,28.1,38705.1067959147
Bulgaria,BGR,2006,35.7,4523.1465578805
Belarus,BLR,2006,28.3,3848.22350300163
Bolivia,BOL,2006,56.7,1202.71150446327
Brazil,BRA,2006,55.6,5934.14561857454
Canada,CAN,2006,34.1,40504.0370977806
Switzerland,CHE,2006,33.9,59011.0324592016
Chile,CHL,2006,47.7,9318.65655296121
Costa Rica,CRI,2006,49.3,5256.59640859159
Cyprus,CYP,2006,31.1,26729.28125
Czechia,CZE,2006,26.7,15259.0788162004
Germany,DEU,2006,31.0,36980.3349948954
Denmark,DNK,2006,25.9,52119.1787984282
Dominican Republic,DOM,2006,52.0,4055.14270347371
Ecuador,ECU,2006,52.3,3243.67010359339
Spain,ESP,2006,33.5,28421.686527407
Estonia,EST,2006,33.7,12641.4800976473
Finland,FIN,2006,28.0,41214.0187765069
France,FRA,2006,29.7,36431.5658906555
United Kingdom,GBR,2006,35.9,44695.161023424
Georgia,GEO,2006,36.9,1996.02013272284
Greece,GRC,2006,35.1,24416.0232970275
Guatemala,GTM,2006,54.5,2225.1234753878
Honduras,HND,2006,57.5,1425.84780051892
Hungary,HUN,2006,28.3,11478.4891640501
Indonesia,IDN,2006,31.5,1558.31562847163
Ireland,IRL,2006,32.7,54329.1618599624
"Iran, Islamic Rep.",IRN,2006,44.8,3618.91601364428
Iraq,IRQ,2006,28.6,2276.55435744086
Iceland,ISL,2006,30.2,58172.1426656622
Israel,ISR,2006,41.6,22527.2619795719
Italy,ITA,2006,33.7,33537.1286994269
Jordan,JOR,2006,33.9,2342.63459574933
Kazakhstan,KAZ,2006,30.2,5030.13494711519
Kyrgyz Republic,KGZ,2006,37.4,543.113512472219
Kiribati,KIR,2006,37.0,1123.19258990684
"Korea, Rep.",KOR,2006,31.7,22609.7059431449
Sri Lanka,LKA,2006,39.7,1388.89739119932
Lithuania,LTU,2006,34.4,9210.10118229413
Luxembourg,LUX,2006,30.9,90788.8004876145
Latvia,LVA,2006,35.6,9211.7374468148
